"site","year","date","week","yday","region.x","burrow_name","burrow_visit","Gunnel","Sculpin","Other","tot_prey","intern_data","region.y","id"
"Butterball Cove South A","2016",2016-06-17,24,169,NA,NA,NA,NA,NA,NA,NA,NA,"SS",274
"Butterball Cove South A","2016",2016-06-25,25,177,"South Sound","2",0,1,0,0,1,"","SS",275
"Butterball Cove South A","2016",2016-07-01,26,183,NA,NA,NA,NA,NA,NA,NA,NA,"SS",276
"Butterball Cove South A","2016",2016-07-09,27,191,"South Sound","4",2,2,0,1,3,"","SS",277
"Butterball Cove South A","2016",2016-07-09,27,191,"South Sound","5",2,0,0,0,0,"","SS",278
"Butterball Cove South A","2016",2016-07-09,27,191,"South Sound","2",1,0,0,0,0,"","SS",279
"Butterball Cove South A","2016",2016-07-09,27,191,"South Sound","6",3,0,0,0,0,"","SS",280
"Butterball Cove South A","2016",2016-07-09,27,191,"South Sound","1",2,1,0,0,1,"","SS",281
"Butterball Cove South A","2016",2016-07-15,28,197,"South Sound","4",0,1,0,0,1,"","SS",282
"Butterball Cove South A","2016",2016-07-15,28,197,"South Sound","2",0,1,0,0,1,"","SS",283
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","4",8,0,1,0,1,"","SS",284
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","1",8,1,0,0,1,"","SS",285
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","3",10,0,0,0,0,"","SS",286
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","2",2,1,0,0,1,"","SS",287
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","5",3,0,0,0,0,"","SS",288
"Butterball Cove South A","2016",2016-07-23,29,205,"South Sound","6",4,0,0,0,0,"","SS",289
"Butterball Cove South A","2016",2016-07-29,30,211,"South Sound","1",0,2,0,0,2,"","SS",290
"Butterball Cove South A","2016",2016-07-29,30,211,"South Sound","4",0,2,0,0,2,"","SS",291
"Butterball Cove South A","2016",2016-08-04,31,217,"South Sound","1",3,0,0,0,0,"","SS",292
"Butterball Cove South A","2016",2016-08-04,31,217,"South Sound","5",1,0,0,0,0,"","SS",293
"Butterball Cove South A","2016",2016-08-04,31,217,"South Sound","4",1,2,0,0,2,"","SS",294
"Butterball Cove South A","2016",2016-08-13,32,226,"South Sound","1",0,3,0,0,3,"","SS",295
"Butterball Cove South A","2016",2016-08-19,33,232,"South Sound","1",0,3,0,0,3,"","SS",296
"Butterball Cove South A","2016",2016-08-27,34,240,NA,NA,NA,NA,NA,NA,NA,NA,"SS",297
"Butterball Cove South A","2016",2016-09-02,35,246,"South Sound","1",0,2,1,0,3,"","SS",298
"Butterball Cove South A","2016",2016-09-09,36,253,NA,NA,NA,NA,NA,NA,NA,NA,"SS",299
"Butterball Cove South A","2017",2017-06-10,23,161,"South Sound","1",1,0,0,0,0,"","SS",300
"Butterball Cove South A","2017",2017-06-17,24,168,NA,NA,NA,NA,NA,NA,NA,NA,"SS",301
"Butterball Cove South A","2017",2017-06-24,25,175,NA,NA,NA,NA,NA,NA,NA,NA,"SS",302
"Butterball Cove South A","2017",2017-07-01,26,182,"South Sound","1",1,0,0,0,0,"","SS",303
"Butterball Cove South A","2017",2017-07-08,27,189,"South Sound","1",1,1,0,0,1,"","SS",304
"Butterball Cove South A","2017",2017-07-08,27,189,"South Sound","2",1,2,0,0,2,"","SS",305
"Butterball Cove South A","2017",2017-07-15,28,196,"South Sound","2",1,0,1,0,1,"","SS",306
"Butterball Cove South A","2017",2017-07-22,29,203,"South Sound","1",0,3,0,0,3,"","SS",307
"Butterball Cove South A","2017",2017-07-22,29,203,"South Sound","3",0,2,0,0,2,"","SS",308
"Butterball Cove South A","2017",2017-07-29,30,210,"South Sound","4",0,1,0,0,1,"","SS",309
"Butterball Cove South A","2017",2017-07-29,30,210,"South Sound","3",1,1,0,1,2,"","SS",310
"Butterball Cove South A","2017",2017-07-29,30,210,"South Sound","1",0,3,1,0,4,"","SS",311
"Butterball Cove South A","2017",2017-07-29,30,210,"South Sound","2",0,6,0,0,6,"","SS",312
"Butterball Cove South A","2017",2017-08-05,31,217,"South Sound","2",0,1,0,0,1,"","SS",313
"Butterball Cove South A","2017",2017-08-05,31,217,"South Sound","4",0,2,1,0,3,"","SS",314
"Butterball Cove South A","2017",2017-08-12,32,224,"South Sound","2",1,2,0,1,3,"","SS",315
"Butterball Cove South A","2017",2017-08-12,32,224,"South Sound","1",0,2,0,0,2,"","SS",316
"Butterball Cove South A","2017",2017-08-12,32,224,"South Sound","4",1,1,1,0,2,"","SS",317
"Butterball Cove South A","2017",2017-08-12,32,224,"South Sound","3",0,0,0,1,1,"","SS",318
"Butterball Cove South A","2017",2017-08-19,33,231,NA,NA,NA,NA,NA,NA,NA,NA,"SS",319
"Butterball Cove South A","2017",2017-08-26,34,238,NA,NA,NA,NA,NA,NA,NA,NA,"SS",320
"Butterball North","2015",2015-07-31,31,212,"South Sound","2",1,0,1,1,2,"","SS",321
"Butterball North","2015",2015-07-31,31,212,"South Sound","1",1,0,0,0,0,"","SS",322
"Butterball North","2017",2017-06-04,22,155,NA,NA,NA,NA,NA,NA,NA,NA,"SS",323
"Butterball North","2017",2017-06-07,23,158,"South Sound","A",1,0,0,0,0,"","SS",324
"Butterball North","2017",2017-06-11,23,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",325
"Butterball North","2017",2017-06-14,24,165,"South Sound","A",1,0,0,0,0,"","SS",326
"Butterball North","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",327
"Butterball North","2017",2017-06-21,25,172,NA,NA,NA,NA,NA,NA,NA,NA,"SS",328
"Butterball North","2017",2017-06-29,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",329
"Butterball North","2017",2017-07-02,26,183,NA,NA,NA,NA,NA,NA,NA,NA,"SS",330
"Butterball North","2017",2017-07-05,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"SS",331
"Butterball North","2017",2017-07-09,27,190,NA,NA,NA,NA,NA,NA,NA,NA,"SS",332
"Butterball North","2017",2017-07-12,28,193,"South Sound","A",1,0,0,0,0,"","SS",333
"Butterball North","2017",2017-07-15,28,196,NA,NA,NA,NA,NA,NA,NA,NA,"SS",334
"Butterball North","2017",2017-07-19,29,200,NA,NA,NA,NA,NA,NA,NA,NA,"SS",335
"Butterball North","2017",2017-07-22,29,203,NA,NA,NA,NA,NA,NA,NA,NA,"SS",336
"Butterball North","2017",2017-07-26,30,207,NA,NA,NA,NA,NA,NA,NA,NA,"SS",337
"Butterball North","2017",2017-07-30,30,211,NA,NA,NA,NA,NA,NA,NA,NA,"SS",338
"Butterball North","2017",2017-08-02,31,214,"South Sound","A",0,1,0,0,1,"","SS",339
"Butterball North","2017",2017-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"SS",340
"Butterball North","2017",2017-08-10,32,222,"South Sound","A",0,2,0,2,4,"","SS",341
"Butterball North","2017",2017-08-14,33,226,"South Sound","C",0,2,1,0,3,"","SS",342
"Butterball North","2017",2017-08-16,33,228,"South Sound","A",0,1,0,0,1,"","SS",343
"Butterball North","2017",2017-08-23,34,235,"South Sound","A",0,6,0,0,6,"","SS",344
"Butterball North","2017",2017-08-24,34,236,NA,NA,NA,NA,NA,NA,NA,NA,"SS",345
"Butterball North","2017",2017-08-30,35,242,"South Sound","A",0,1,0,0,1,"","SS",346
"Butterball North","2017",2017-09-06,36,249,"South Sound","A",0,3,0,0,3,"","SS",347
"Butterball North","2017",2017-09-14,37,257,"South Sound","A",0,1,0,0,1,"","SS",348
"Butterball North","2017",2017-09-26,39,269,NA,NA,NA,NA,NA,NA,NA,NA,"SS",349
"Cliffside","2008",2008-06-23,26,175,"Whidbey","3",1,0,0,0,0,"","Whidbey",350
"Cliffside","2008",2008-06-23,26,175,"Whidbey","2",1,0,0,0,0,"","Whidbey",351
"Cliffside","2008",2008-06-23,26,175,"Whidbey","1",0,1,0,0,1,"","Whidbey",352
"Cliffside","2008",2008-06-30,27,182,"Whidbey","1",0,2,0,0,2,"","Whidbey",353
"Cliffside","2008",2008-06-30,27,182,"Whidbey","6",0,1,0,0,1,"","Whidbey",354
"Cliffside","2008",2008-06-30,27,182,"Whidbey","4",1,0,0,0,0,"","Whidbey",355
"Cliffside","2008",2008-06-30,27,182,"Whidbey","5",0,1,0,0,1,"","Whidbey",356
"Cliffside","2008",2008-06-30,27,182,"Whidbey","2",1,0,0,0,0,"","Whidbey",357
"Cliffside","2008",2008-07-07,28,189,"Whidbey","1",0,0,0,1,1,"","Whidbey",358
"Cliffside","2008",2008-07-07,28,189,"Whidbey","9",1,0,0,0,0,"","Whidbey",359
"Cliffside","2008",2008-07-07,28,189,"Whidbey","5",0,1,0,0,1,"","Whidbey",360
"Cliffside","2008",2008-07-07,28,189,"Whidbey","10",0,1,0,0,1,"","Whidbey",361
"Cliffside","2008",2008-07-07,28,189,"Whidbey","7",1,0,0,0,0,"","Whidbey",362
"Cliffside","2008",2008-07-07,28,189,"Whidbey","3",2,1,0,0,1,"","Whidbey",363
"Cliffside","2008",2008-07-07,28,189,"Whidbey","8",0,1,0,0,1,"","Whidbey",364
"Cliffside","2008",2008-07-11,28,193,"Whidbey","11",0,1,0,0,1,"","Whidbey",365
"Cliffside","2008",2008-07-11,28,193,"Whidbey","3",0,2,0,0,2,"","Whidbey",366
"Cliffside","2008",2008-07-11,28,193,"Whidbey","2",0,1,0,0,1,"","Whidbey",367
"Cliffside","2008",2008-07-11,28,193,"Whidbey","5",0,1,0,0,1,"","Whidbey",368
"Cliffside","2008",2008-07-11,28,193,"Whidbey","4",0,1,0,0,1,"","Whidbey",369
"Cliffside","2008",2008-07-21,30,203,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",370
"Cliffside","2008",2008-07-28,31,210,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",371
"Cliffside","2008",2008-08-04,32,217,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",372
"Cliffside","2009",2009-06-28,26,179,"Whidbey","5",1,0,0,0,0,"","Whidbey",373
"Cliffside","2009",2009-06-28,26,179,"Whidbey","3",0,1,0,0,1,"","Whidbey",374
"Cliffside","2009",2009-06-28,26,179,"Whidbey","6",1,1,0,0,1,"","Whidbey",375
"Cliffside","2009",2009-06-28,26,179,"Whidbey","4",1,1,1,0,2,"","Whidbey",376
"Cliffside","2009",2009-06-28,26,179,"Whidbey","7",1,0,0,0,0,"","Whidbey",377
"Cliffside","2009",2009-07-06,28,187,"Whidbey","10",0,1,0,0,1,"","Whidbey",378
"Cliffside","2009",2009-07-06,28,187,"Whidbey","5",0,1,0,0,1,"","Whidbey",379
"Cliffside","2009",2009-07-06,28,187,"Whidbey","3",1,0,0,0,0,"","Whidbey",380
"Cliffside","2009",2009-07-06,28,187,"Whidbey","11",0,1,0,0,1,"","Whidbey",381
"Cliffside","2009",2009-07-06,28,187,"Whidbey","9",0,1,0,0,1,"","Whidbey",382
"Cliffside","2009",2009-07-06,28,187,"Whidbey","1",0,0,0,1,1,"","Whidbey",383
"Cliffside","2009",2009-07-06,28,187,"Whidbey","6",0,2,0,0,2,"","Whidbey",384
"Cliffside","2009",2009-07-13,29,194,"Whidbey","12",2,0,0,0,0,"","Whidbey",385
"Cliffside","2009",2009-07-13,29,194,"Whidbey","11",1,1,0,0,1,"","Whidbey",386
"Cliffside","2009",2009-07-13,29,194,"Whidbey","13",2,0,0,0,0,"","Whidbey",387
"Cliffside","2009",2009-07-13,29,194,"Whidbey","6",2,2,0,0,2,"","Whidbey",388
"Cliffside","2009",2009-07-13,29,194,"Whidbey","1",1,1,0,0,1,"","Whidbey",389
"Cliffside","2009",2009-07-13,29,194,"Whidbey","5",2,2,0,0,2,"","Whidbey",390
"Cliffside","2009",2009-07-13,29,194,"Whidbey","9",2,1,0,0,1,"","Whidbey",391
"Cliffside","2009",2009-07-13,29,194,"Whidbey","3",2,3,0,0,3,"","Whidbey",392
"Cliffside","2009",2009-07-13,29,194,"Whidbey","7",1,1,0,0,1,"","Whidbey",393
"Cliffside","2009",2009-07-13,29,194,"Whidbey","2",2,0,0,0,0,"","Whidbey",394
"Cliffside","2009",2009-07-13,29,194,"Whidbey","10",4,1,0,0,1,"","Whidbey",395
"Cliffside","2009",2009-07-13,29,194,"Whidbey","8",2,0,0,0,0,"","Whidbey",396
"Cliffside","2009",2009-07-13,29,194,"Whidbey","4",1,2,0,0,2,"","Whidbey",397
"Cliffside","2009",2009-07-21,30,202,"Whidbey","10",1,1,0,0,1,"","Whidbey",398
"Cliffside","2009",2009-07-21,30,202,"Whidbey","3",1,0,0,0,0,"","Whidbey",399
"Cliffside","2009",2009-08-05,32,217,"Whidbey","1",1,1,0,0,1,"","Whidbey",400
"Cliffside","2009",2009-08-05,32,217,"Whidbey","7",0,1,0,0,1,"","Whidbey",401
"Cliffside","2009",2009-08-05,32,217,"Whidbey","4",0,1,0,0,1,"","Whidbey",402
"Cliffside","2009",2009-08-05,32,217,"Whidbey","12",1,1,0,0,1,"","Whidbey",403
"Cliffside","2009",2009-08-05,32,217,"Whidbey","2",1,1,0,0,1,"","Whidbey",404
"Cliffside","2009",2009-08-11,33,223,"Whidbey","8",0,1,0,0,1,"","Whidbey",405
"Cliffside","2009",2009-08-17,34,229,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",406
"Cliffside","2010",2010-06-28,26,179,"Whidbey","1",1,0,0,0,0,"","Whidbey",407
"Cliffside","2010",2010-07-03,26,184,"Whidbey","5",0,1,0,0,1,"","Whidbey",408
"Cliffside","2010",2010-07-03,26,184,"Whidbey","6",0,2,0,0,2,"","Whidbey",409
"Cliffside","2010",2010-07-03,26,184,"Whidbey","1",0,1,0,0,1,"","Whidbey",410
"Cliffside","2010",2010-07-05,27,186,"Whidbey","3",0,1,0,0,1,"","Whidbey",411
"Cliffside","2010",2010-07-05,27,186,"Whidbey","1",0,1,0,0,1,"","Whidbey",412
"Cliffside","2010",2010-07-13,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",413
"Cliffside","2010",2010-07-21,29,202,"Whidbey","6",0,1,0,0,1,"","Whidbey",414
"Cliffside","2011",2011-06-28,26,179,"Whidbey","1",1,0,0,0,0,"","Whidbey",415
"Cliffside","2011",2011-06-28,26,179,"Whidbey","6",1,0,0,0,0,"","Whidbey",416
"Cliffside","2011",2011-06-28,26,179,"Whidbey","2",1,0,0,0,0,"","Whidbey",417
"Cliffside","2011",2011-07-06,27,187,"Whidbey","3",1,0,0,0,0,"","Whidbey",418
"Cliffside","2011",2011-07-06,27,187,"Whidbey","6",1,0,0,0,0,"","Whidbey",419
"Cliffside","2011",2011-07-06,27,187,"Whidbey","4",1,0,0,0,0,"","Whidbey",420
"Cliffside","2011",2011-07-06,27,187,"Whidbey","1",1,0,0,0,0,"","Whidbey",421
"Cliffside","2011",2011-07-06,27,187,"Whidbey","2",1,0,0,0,0,"","Whidbey",422
"Cliffside","2011",2011-07-12,28,193,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",423
"Cliffside","2011",2011-07-18,29,199,"Whidbey","1",0,0,1,0,1,"","Whidbey",424
"Cliffside","2011",2011-07-29,30,210,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",425
"Cliffside","2011",2011-08-03,31,215,"Whidbey","4",0,4,0,0,4,"","Whidbey",426
"Cliffside","2011",2011-08-03,31,215,"Whidbey","7",0,2,0,0,2,"","Whidbey",427
"Cliffside","2011",2011-08-03,31,215,"Whidbey","3",0,2,0,1,3,"","Whidbey",428
"Cliffside","2011",2011-08-03,31,215,"Whidbey","5",0,2,0,2,4,"","Whidbey",429
"Cliffside","2011",2011-08-03,31,215,"Whidbey","6",0,2,0,2,4,"","Whidbey",430
"Cliffside","2011",2011-08-03,31,215,"Whidbey","1",2,1,0,0,1,"","Whidbey",431
"Cliffside","2011",2011-08-03,31,215,"Whidbey","2",2,2,0,1,3,"","Whidbey",432
"Cliffside","2011",2011-08-11,32,223,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",433
"Cliffside","2011",2011-08-15,33,227,"Whidbey","4",2,0,0,1,1,"","Whidbey",434
"Cliffside","2012",2012-06-25,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",435
"Cliffside","2012",2012-07-02,27,184,"Whidbey","1",1,0,0,0,0,"","Whidbey",436
"Cliffside","2012",2012-07-02,27,184,"Whidbey","2",1,0,0,0,0,"","Whidbey",437
"Cliffside","2012",2012-07-09,28,191,"Whidbey","3",1,0,0,0,0,"","Whidbey",438
"Cliffside","2012",2012-07-09,28,191,"Whidbey","2",1,0,0,0,0,"","Whidbey",439
"Cliffside","2012",2012-07-16,29,198,"Whidbey","3",1,0,0,0,0,"","Whidbey",440
"Cliffside","2012",2012-07-16,29,198,"Whidbey","2",1,0,0,0,0,"","Whidbey",441
"Cliffside","2012",2012-07-23,30,205,"Whidbey","4",0,1,0,0,1,"","Whidbey",442
"Cliffside","2012",2012-07-31,31,213,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",443
"Cliffside","2012",2012-08-06,32,219,"Whidbey","5",1,0,0,0,0,"","Whidbey",444
"Cliffside","2012",2012-08-06,32,219,"Whidbey","7",1,0,0,0,0,"","Whidbey",445
"Cliffside","2012",2012-08-06,32,219,"Whidbey","6",1,0,0,0,0,"","Whidbey",446
"Cliffside","2012",2012-08-14,33,227,"Whidbey","4",0,2,0,0,2,"","Whidbey",447
"Cliffside","2012",2012-08-21,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",448
"Cliffside","2012",2012-08-27,35,240,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",449
"Cliffside","2013",2013-06-25,26,176,"Whidbey","1",2,0,0,0,0,"","Whidbey",450
"Cliffside","2013",2013-07-02,27,183,"Whidbey","1",1,0,0,0,0,"","Whidbey",451
"Cliffside","2013",2013-07-10,28,191,"Whidbey","1",1,0,0,0,0,"","Whidbey",452
"Cliffside","2013",2013-07-15,29,196,"Whidbey","3",2,0,0,0,0,"","Whidbey",453
"Cliffside","2013",2013-07-15,29,196,"Whidbey","2",1,0,0,0,0,"","Whidbey",454
"Cliffside","2013",2013-07-22,30,203,"Whidbey","4",2,0,0,0,0,"","Whidbey",455
"Cliffside","2013",2013-07-22,30,203,"Whidbey","5",1,0,0,0,0,"","Whidbey",456
"Cliffside","2013",2013-07-22,30,203,"Whidbey","6",1,1,0,0,1,"","Whidbey",457
"Cliffside","2013",2013-07-29,31,210,"Whidbey","6",2,1,0,0,1,"","Whidbey",458
"Cliffside","2013",2013-07-29,31,210,"Whidbey","4",1,1,0,0,1,"","Whidbey",459
"Cliffside","2013",2013-07-29,31,210,"Whidbey","2",1,1,0,0,1,"","Whidbey",460
"Cliffside","2013",2013-07-29,31,210,"Whidbey","5",3,0,0,0,0,"","Whidbey",461
"Cliffside","2013",2013-07-29,31,210,"Whidbey","3",1,0,0,0,0,"","Whidbey",462
"Cliffside","2013",2013-08-09,32,221,"Whidbey","6",3,0,0,0,0,"","Whidbey",463
"Cliffside","2013",2013-08-09,32,221,"Whidbey","5",1,0,0,0,0,"","Whidbey",464
"Cliffside","2013",2013-08-09,32,221,"Whidbey","8",1,0,0,0,0,"","Whidbey",465
"Cliffside","2013",2013-08-09,32,221,"Whidbey","4",2,0,0,0,0,"","Whidbey",466
"Cliffside","2013",2013-08-09,32,221,"Whidbey","7",1,1,0,0,1,"","Whidbey",467
"Cliffside","2013",2013-08-12,33,224,"Whidbey","9",1,0,0,0,0,"","Whidbey",468
"Cliffside","2013",2013-08-12,33,224,"Whidbey","3",0,1,0,0,1,"","Whidbey",469
"Cliffside","2013",2013-08-12,33,224,"Whidbey","5",1,0,0,0,0,"","Whidbey",470
"Cliffside","2013",2013-08-12,33,224,"Whidbey","1",0,1,0,0,1,"","Whidbey",471
"Cliffside","2013",2013-08-12,33,224,"Whidbey","7",0,1,0,1,2,"","Whidbey",472
"Cliffside","2013",2013-08-12,33,224,"Whidbey","8",1,0,0,0,0,"","Whidbey",473
"Cliffside","2013",2013-08-12,33,224,"Whidbey","2",1,0,0,0,0,"","Whidbey",474
"Cliffside","2013",2013-08-12,33,224,"Whidbey","6",3,0,0,0,0,"","Whidbey",475
"Cliffside","2013",2013-08-19,34,231,"Whidbey","7",0,4,0,0,4,"","Whidbey",476
"Cliffside","2013",2013-08-19,34,231,"Whidbey","6",0,1,0,0,1,"","Whidbey",477
"Cliffside","2013",2013-08-19,34,231,"Whidbey","2",1,0,0,0,0,"","Whidbey",478
"Cliffside","2013",2013-08-19,34,231,"Whidbey","4",1,0,0,0,0,"","Whidbey",479
"Cliffside","2013",2013-08-26,35,238,"Whidbey","6",0,1,0,0,1,"","Whidbey",480
"Cliffside","2013",2013-08-26,35,238,"Whidbey","4",1,1,0,0,1,"","Whidbey",481
"Cliffside","2014",2014-06-16,25,167,"Whidbey","3",3,0,0,0,0,"","Whidbey",482
"Cliffside","2014",2014-06-16,25,167,"Whidbey","1",1,0,0,0,0,"","Whidbey",483
"Cliffside","2014",2014-06-16,25,167,"Whidbey","2",2,0,0,0,0,"","Whidbey",484
"Cliffside","2014",2014-06-23,26,174,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",485
"Cliffside","2014",2014-06-30,27,181,"Whidbey","4",1,0,0,0,0,"","Whidbey",486
"Cliffside","2014",2014-06-30,27,181,"Whidbey","1",1,0,0,0,0,"","Whidbey",487
"Cliffside","2014",2014-06-30,27,181,"Whidbey","2",1,0,0,0,0,"","Whidbey",488
"Cliffside","2014",2014-06-30,27,181,"Whidbey","3",1,0,0,0,0,"","Whidbey",489
"Cliffside","2014",2014-07-07,28,188,"Whidbey","6",0,0,1,0,1,"","Whidbey",490
"Cliffside","2014",2014-07-07,28,188,"Whidbey","4",0,0,1,0,1,"","Whidbey",491
"Cliffside","2014",2014-07-07,28,188,"Whidbey","5",1,0,0,0,0,"","Whidbey",492
"Cliffside","2014",2014-07-07,28,188,"Whidbey","3",1,0,0,0,0,"","Whidbey",493
"Cliffside","2014",2014-07-07,28,188,"Whidbey","1",1,0,1,0,1,"","Whidbey",494
"Cliffside","2014",2014-07-07,28,188,"Whidbey","2",1,0,0,0,0,"","Whidbey",495
"Cliffside","2014",2014-07-14,29,195,"Whidbey","2",2,0,0,0,0,"","Whidbey",496
"Cliffside","2014",2014-07-14,29,195,"Whidbey","3",2,0,1,0,1,"","Whidbey",497
"Cliffside","2014",2014-07-14,29,195,"Whidbey","4",1,0,0,0,0,"","Whidbey",498
"Cliffside","2014",2014-07-14,29,195,"Whidbey","1",0,0,1,0,1,"","Whidbey",499
"Cliffside","2014",2014-07-14,29,195,"Whidbey","5",1,0,3,0,3,"","Whidbey",500
"Cliffside","2014",2014-07-21,30,202,"Whidbey","6",1,0,0,0,0,"","Whidbey",501
"Cliffside","2014",2014-07-21,30,202,"Whidbey","4",2,0,1,0,1,"","Whidbey",502
"Cliffside","2014",2014-07-21,30,202,"Whidbey","7",1,0,0,0,0,"","Whidbey",503
"Cliffside","2014",2014-07-21,30,202,"Whidbey","1",2,0,0,0,0,"","Whidbey",504
"Cliffside","2014",2014-07-21,30,202,"Whidbey","5",1,0,0,0,0,"","Whidbey",505
"Cliffside","2014",2014-07-28,31,209,"Whidbey","1",1,0,0,0,0,"","Whidbey",506
"Cliffside","2014",2014-07-28,31,209,"Whidbey","2",2,0,0,0,0,"","Whidbey",507
"Cliffside","2014",2014-07-28,31,209,"Whidbey","5",0,0,2,0,2,"","Whidbey",508
"Cliffside","2014",2014-08-04,32,216,"Whidbey","2",0,0,1,0,1,"","Whidbey",509
"Cliffside","2014",2014-08-11,33,223,"Whidbey","3",0,0,1,0,1,"","Whidbey",510
"Cliffside","2014",2014-08-18,34,230,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",511
"Cliffside","2014",2014-08-26,35,238,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",512
"Cliffside","2015",2015-06-22,26,173,"Whidbey","1",2,0,0,0,0,"","Whidbey",513
"Cliffside","2015",2015-06-22,26,173,"Whidbey","2",1,0,0,0,0,"","Whidbey",514
"Cliffside","2015",2015-06-29,27,180,"Whidbey","2",2,0,0,0,0,"","Whidbey",515
"Cliffside","2015",2015-06-29,27,180,"Whidbey","3",1,0,0,0,0,"","Whidbey",516
"Cliffside","2015",2015-07-06,28,187,"Whidbey","2",1,0,0,0,0,"","Whidbey",517
"Cliffside","2015",2015-07-06,28,187,"Whidbey","4",2,0,0,0,0,"","Whidbey",518
"Cliffside","2015",2015-07-06,28,187,"Whidbey","6",1,0,0,0,0,"","Whidbey",519
"Cliffside","2015",2015-07-06,28,187,"Whidbey","3",1,3,0,0,3,"","Whidbey",520
"Cliffside","2015",2015-07-06,28,187,"Whidbey","5",1,0,0,0,0,"","Whidbey",521
"Cliffside","2015",2015-07-14,29,195,"Whidbey","6",0,1,0,0,1,"","Whidbey",522
"Cliffside","2015",2015-07-14,29,195,"Whidbey","3",0,2,0,0,2,"","Whidbey",523
"Cliffside","2015",2015-07-20,30,201,"Whidbey","3",0,1,0,0,1,"","Whidbey",524
"Cliffside","2015",2015-07-20,30,201,"Whidbey","1",0,1,0,0,1,"","Whidbey",525
"Cliffside","2015",2015-07-28,31,209,"Whidbey","1",0,0,0,1,1,"","Whidbey",526
"Cliffside","2015",2015-07-28,31,209,"Whidbey","5a",0,0,0,2,2,"","Whidbey",527
"Cliffside","2015",2015-08-04,32,216,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",528
"Cliffside","2015",2015-08-10,33,222,"Whidbey","4",1,1,0,0,1,"","Whidbey",529
"Cliffside","2015",2015-08-10,33,222,"Whidbey","7",1,0,0,0,0,"","Whidbey",530
"Cliffside","2015",2015-08-10,33,222,"Whidbey","1",1,0,0,0,0,"","Whidbey",531
"Cliffside","2015",2015-08-17,34,229,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",532
"Cliffside","2016",2016-06-07,23,159,"Whidbey","3",1,0,0,0,0,"","Whidbey",533
"Cliffside","2016",2016-06-07,23,159,"Whidbey","5",3,0,0,0,0,"","Whidbey",534
"Cliffside","2016",2016-06-07,23,159,"Whidbey","2",2,0,0,0,0,"","Whidbey",535
"Cliffside","2016",2016-06-07,23,159,"Whidbey","1",1,0,0,0,0,"","Whidbey",536
"Cliffside","2016",2016-06-07,23,159,"Whidbey","4",1,0,0,0,0,"","Whidbey",537
"Cliffside","2016",2016-06-13,24,165,"Whidbey","6",1,0,0,0,0,"","Whidbey",538
"Cliffside","2016",2016-06-13,24,165,"Whidbey","1",1,0,0,0,0,"","Whidbey",539
"Cliffside","2016",2016-06-13,24,165,"Whidbey","4",1,0,0,0,0,"","Whidbey",540
"Cliffside","2016",2016-06-20,25,172,"Whidbey","3",1,0,0,0,0,"","Whidbey",541
"Cliffside","2016",2016-06-20,25,172,"Whidbey","2",1,0,0,0,0,"","Whidbey",542
"Cliffside","2016",2016-06-20,25,172,"Whidbey","1",1,0,0,0,0,"","Whidbey",543
"Cliffside","2016",2016-06-20,25,172,"Whidbey","6",1,0,0,0,0,"","Whidbey",544
"Cliffside","2016",2016-06-27,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",545
"Cliffside","2016",2016-07-04,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",546
"Cliffside","2016",2016-07-11,28,193,"Whidbey","0837",0,1,0,0,1,"","Whidbey",547
"Cliffside","2016",2016-07-11,28,193,"Whidbey","2",1,0,0,0,0,"","Whidbey",548
"Cliffside","2016",2016-07-11,28,193,"Whidbey","5",0,1,0,0,1,"","Whidbey",549
"Cliffside","2016",2016-07-11,28,193,"Whidbey","1",0,1,0,0,1,"","Whidbey",550
