Site,Date,Count,Count type,Comment,QAQC,,,,,,,,,,,,,,,,,,,,
Young's Cove A,6/22/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/1/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/1/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/1/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/6/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/15/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/15/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/15/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/25/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/25/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/25/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/28/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/28/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,7/28/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/2/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/2/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/2/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/12/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove A,8/18/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/10/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/10/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/10/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,6/22/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/6/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/15/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/15/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/15/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/25/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/25/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,7/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/7/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/7/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/7/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/12/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/12/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/12/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/19/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/19/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/19/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/10/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/10/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/10/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/17/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/17/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/17/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/22/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/22/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/22/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/1/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/1/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/1/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/6/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/6/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/6/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/15/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/15/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/15/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/28/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/28/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/28/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/7/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/7/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/7/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/12/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/12/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/12/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/18/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/18/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/18/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/10/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/10/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/10/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/27/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/27/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/27/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/1/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/1/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/1/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/12/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/12/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/12/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/15/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/15/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/15/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/6/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/6/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/6/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/12/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/12/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/12/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/18/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/18/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/18/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/10/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/10/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/10/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/17/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/17/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/17/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/25/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/25/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,6/25/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/1/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/1/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/1/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/8/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/8/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/8/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/28/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/28/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,7/28/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,8/2/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,8/2/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove E,8/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/17/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/17/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/17/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/1/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/1/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/1/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/8/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/8/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/8/2016,8,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/25/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/25/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/25/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/28/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/28/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/28/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/7/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/7/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/7/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/12/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/12/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,8/12/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/1/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/1/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/1/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/13/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/13/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/13/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/16/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/16/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/16/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/28/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/28/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/28/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/15/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/15/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/15/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/29/2016,9,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/29/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/29/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/11/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/11/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/11/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/25/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/25/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/25/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/12/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/12/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/12/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/16/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/16/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/16/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/21/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/21/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/21/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/28/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/28/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/28/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/14/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/14/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/14/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/21/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/21/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/21/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/19/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/19/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/19/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/6/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/6/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/6/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/13/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/13/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/13/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/20/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/20/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,6/20/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/4/2017,9,Start,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/4/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/4/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/11/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/11/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Andy's Marine Park West,7/11/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/24/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/24/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/24/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/2/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/2/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/2/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/9/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/9/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/9/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/16/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/16/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/16/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/6/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/6/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/6/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/14/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/14/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/14/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/20/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/20/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/20/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/13/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/13/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/13/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/28/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/28/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/28/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2017,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/16/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/16/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/16/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2017,10,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2017,15,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2017,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/24/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/24/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/24/2017,x,End,,Y,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2017,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2017,14,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2017,13,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/16/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/16/2017,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/16/2017,18,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/22/2017,9,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/22/2017,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/22/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/6/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/6/2017,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/6/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/13/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/13/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/13/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/20/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/20/2017,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/20/2017,10,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/27/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/27/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,6/27/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/5/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/5/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/5/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/11/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/11/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/11/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/18/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/18/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/18/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/25/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/25/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,7/25/2017,11,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/1/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/1/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/1/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/8/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/8/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/8/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/15/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/15/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot ,8/15/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/4/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/4/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/4/2017,10,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/7/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/7/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/7/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/11/2017,10,Start,,,,,,,,,,,,,,,,,,,,,,
